Timestamp,Honeypot,Src_IP,Country,Confidence,Event,Details,MITRE_ID,MITRE_Technique
2026-01-06T00:34:09.855922,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:38:36.943402,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:38:37.057057,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:40:40.633957,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:42:55.202870,Dionaea,61.220.241.183,TW,100,,,T1071,Standard Application Layer Protocol
2026-01-06T00:42:56.539763,Dionaea,61.220.241.183,TW,100,,,T1071,Standard Application Layer Protocol
2026-01-06T00:40:41.207513,Dionaea,36.237.107.253,TW,4,,,T1071,Standard Application Layer Protocol
2026-01-06T00:45:15.545477,Dionaea,198.235.24.107,TW,0,,,T1071,Standard Application Layer Protocol
2026-01-06T00:57:59.105151,Dionaea,180.246.231.241,ID,15,,,T1071,Standard Application Layer Protocol
2026-01-06T00:57:59.131109,Dionaea,180.246.231.241,ID,15,,,T1071,Standard Application Layer Protocol
2026-01-06T01:00:02.298138,Dionaea,180.246.231.241,ID,15,,,T1071,Standard Application Layer Protocol
2026-01-06T01:00:02.511444,Dionaea,180.246.231.241,ID,15,,,T1071,Standard Application Layer Protocol
2026-01-06T01:11:37.525808,Dionaea,162.142.125.201,US,0,,,T1071,Standard Application Layer Protocol
2026-01-06T01:33:30.639847+0000,Suricata,164.92.221.17,NL,100,ssh,,T1071,Standard Application Layer Protocol
2026-01-06T01:33:39.525475+0000,Suricata,164.92.221.17,NL,100,flow,,T1071,Standard Application Layer Protocol
2026-01-06T01:33:59.118028+0000,Suricata,164.92.221.17,NL,100,ssh,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:05.409513+0000,Suricata,164.92.221.17,NL,100,flow,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:27.956042+0000,Suricata,164.92.221.17,NL,100,ssh,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:39.259106+0000,Suricata,164.92.221.17,NL,100,flow,,T1071,Standard Application Layer Protocol
2026-01-06T01:34:56.795741+0000,Suricata,164.92.221.17,NL,100,ssh,,T1071,Standard Application Layer Protocol
2026-01-06T01:35:06.139801+0000,Suricata,164.92.221.17,NL,100,flow,,T1071,Standard Application Layer Protocol
